Width,Color,Steering_angle_difference
19.00,188.00,1.10
19.00,189.00,1.25
19.00,190.00,1.16
19.00,191.00,1.29
19.00,192.00,1.04
19.00,193.00,0.99
19.00,194.00,1.29
19.00,195.00,0.94
19.00,196.00,1.29
19.00,197.00,1.18
19.00,198.00,1.21
19.00,199.00,1.15
19.00,200.00,1.54
19.00,201.00,1.37
19.00,202.00,1.15
19.00,203.00,1.48
19.00,204.00,0.85
19.00,205.00,1.54
19.00,206.00,1.31
19.00,207.00,1.16
19.00,208.00,1.00
19.00,209.00,1.19
19.00,210.00,1.49
19.00,211.00,0.80
19.00,212.00,1.17
19.00,213.00,0.63
19.00,214.00,1.17
19.00,215.00,0.99
19.00,216.00,1.21
19.00,217.00,1.36
19.00,218.00,0.50
19.00,219.00,1.21
19.00,220.00,0.93
19.00,221.00,1.04
19.00,222.00,0.92
19.00,223.00,1.28
19.00,224.00,0.89
19.00,225.00,1.13
19.00,226.00,0.81
19.00,227.00,1.04
19.00,228.00,1.12
19.00,229.00,0.73
19.00,230.00,0.68
19.00,231.00,0.98
19.00,232.00,0.80
19.00,233.00,0.89
19.00,234.00,0.87
19.00,235.00,0.97
19.00,236.00,0.99
19.00,237.00,1.05
19.00,238.00,0.88
19.00,239.00,0.97
19.00,240.00,0.93
19.00,241.00,0.82
19.00,242.00,1.09
19.00,243.00,1.02
19.00,244.00,1.01
19.00,245.00,1.04
19.00,246.00,0.65
19.00,247.00,1.15
19.00,248.00,1.36
19.00,249.00,0.81
19.00,250.00,1.05
19.00,251.00,0.86
19.00,252.00,0.98
19.00,253.00,1.06
19.00,254.00,0.75
20.00,0.00,7.44
20.00,1.00,6.36
20.00,2.00,5.30
20.00,3.00,8.16
20.00,4.00,7.30
20.00,5.00,3.70
20.00,6.00,6.07
20.00,7.00,8.24
20.00,8.00,-1.83
20.00,9.00,-2.22
20.00,10.00,6.87
20.00,11.00,5.73
20.00,12.00,-5.26
20.00,13.00,6.14
20.00,14.00,9.43
20.00,15.00,7.78
20.00,16.00,-2.65
20.00,17.00,7.13
20.00,18.00,-2.05
20.00,19.00,8.30
20.00,20.00,6.57
20.00,21.00,-1.72
20.00,22.00,4.98
20.00,23.00,3.09
20.00,24.00,6.81
20.00,25.00,-2.00
20.00,26.00,5.58
20.00,27.00,5.00
20.00,28.00,-1.91
20.00,29.00,-3.12
20.00,30.00,-0.94
20.00,31.00,4.15
20.00,32.00,-1.98
20.00,33.00,-0.92
20.00,34.00,-0.65
20.00,35.00,-1.84
20.00,36.00,-1.35
20.00,37.00,-1.34
20.00,38.00,-1.64
20.00,39.00,-1.40
20.00,40.00,-1.25
20.00,41.00,-1.60
20.00,42.00,-1.21
20.00,43.00,-1.42
20.00,44.00,-1.50
20.00,45.00,-1.38
20.00,46.00,-0.64
20.00,47.00,-1.61
20.00,48.00,-1.36
20.00,49.00,-1.10
20.00,50.00,-1.45
20.00,51.00,-1.46
20.00,52.00,-1.73
20.00,53.00,-1.15
20.00,54.00,-1.03
20.00,55.00,-1.51
20.00,56.00,-1.92
20.00,57.00,-1.40
20.00,58.00,-1.61
20.00,59.00,-1.49
20.00,60.00,-1.36
20.00,61.00,-1.59
20.00,62.00,-1.49
20.00,63.00,-1.07
20.00,64.00,-1.24
20.00,65.00,-0.98
20.00,66.00,-1.32
20.00,67.00,-1.33
20.00,68.00,-1.27
20.00,69.00,-1.65
20.00,70.00,-0.70
20.00,71.00,-0.96
20.00,72.00,-0.52
20.00,73.00,0.05
20.00,74.00,-0.27
20.00,75.00,-0.96
20.00,76.00,-0.04
20.00,77.00,-0.25
20.00,78.00,-0.51
20.00,79.00,0.03
20.00,80.00,-0.17
20.00,81.00,-0.32
20.00,82.00,-0.36
20.00,83.00,0.10
20.00,84.00,-0.13
20.00,85.00,-0.09
20.00,86.00,-0.26
20.00,87.00,0.08
20.00,88.00,-0.11
20.00,89.00,-0.04
20.00,90.00,0.27
20.00,91.00,-0.07
20.00,92.00,-0.13
20.00,93.00,0.08
20.00,94.00,-0.02
20.00,95.00,0.03
20.00,96.00,-0.07
20.00,97.00,-0.03
20.00,98.00,-0.34
20.00,99.00,-0.08
20.00,100.00,0.14
20.00,101.00,0.05
20.00,102.00,0.04
20.00,103.00,-0.18
20.00,104.00,0.21
20.00,105.00,0.00
20.00,106.00,-0.12
20.00,107.00,0.49
20.00,108.00,-0.57
20.00,109.00,0.47
20.00,110.00,0.24
20.00,111.00,-0.15
20.00,112.00,0.41
20.00,113.00,0.22
20.00,114.00,-0.05
20.00,115.00,0.76
20.00,116.00,0.67
20.00,117.00,1.16
20.00,118.00,0.70
20.00,119.00,0.68
20.00,120.00,0.72
20.00,121.00,0.53
20.00,122.00,0.92
20.00,123.00,0.63
20.00,124.00,0.64
20.00,125.00,1.29
20.00,126.00,1.20
20.00,127.00,0.79
20.00,128.00,0.86
20.00,129.00,1.41
20.00,130.00,1.22
20.00,131.00,1.12
20.00,132.00,1.26
20.00,133.00,1.51
20.00,134.00,1.94
20.00,135.00,1.56
20.00,136.00,1.68
20.00,137.00,1.30
20.00,138.00,1.40
20.00,139.00,1.45
20.00,140.00,1.63
20.00,141.00,1.38
20.00,142.00,1.45
20.00,143.00,1.41
20.00,144.00,1.54
20.00,145.00,1.58
20.00,146.00,1.69
20.00,147.00,1.54
20.00,148.00,1.37
20.00,149.00,1.44
20.00,150.00,1.56
20.00,151.00,1.98
20.00,152.00,1.64
20.00,153.00,1.51
20.00,154.00,1.65
20.00,155.00,1.23
20.00,156.00,1.09
20.00,157.00,1.20
20.00,158.00,1.12
20.00,159.00,1.13
20.00,160.00,1.18
20.00,161.00,1.23
20.00,162.00,0.83
20.00,163.00,0.98
20.00,164.00,1.06
20.00,165.00,1.26
20.00,166.00,1.15
20.00,167.00,1.13
20.00,168.00,1.29
20.00,169.00,1.07
20.00,170.00,1.13
20.00,171.00,1.45
20.00,172.00,1.15
20.00,173.00,1.38
20.00,174.00,1.13
20.00,175.00,1.06
20.00,176.00,1.00
20.00,177.00,1.19
20.00,178.00,1.27
20.00,179.00,0.89
20.00,180.00,1.09
20.00,181.00,0.76
20.00,182.00,0.96
20.00,183.00,1.02
20.00,184.00,1.05
20.00,185.00,0.80
20.00,186.00,1.40
20.00,187.00,0.87
20.00,188.00,0.78
20.00,189.00,1.11
20.00,190.00,1.28
20.00,191.00,1.33
20.00,192.00,0.86
20.00,193.00,0.83
20.00,194.00,1.14
20.00,195.00,1.16
20.00,196.00,1.08
20.00,197.00,1.50
20.00,198.00,1.06
20.00,199.00,1.01
20.00,200.00,1.36
20.00,201.00,0.97
20.00,202.00,1.40
20.00,203.00,0.89
20.00,204.00,1.14
20.00,205.00,1.16
20.00,206.00,0.69
20.00,207.00,1.33
20.00,208.00,1.00
20.00,209.00,1.21
20.00,210.00,0.77
20.00,211.00,0.81
20.00,212.00,0.87
20.00,213.00,1.05
20.00,214.00,1.08
20.00,215.00,1.18
20.00,216.00,0.95
20.00,217.00,0.85
20.00,218.00,1.02
20.00,219.00,0.96
20.00,220.00,1.04
20.00,221.00,0.90
20.00,222.00,1.03
20.00,223.00,1.10
20.00,224.00,0.85
20.00,225.00,1.09
20.00,226.00,0.95
20.00,227.00,1.21
20.00,228.00,0.47
20.00,229.00,0.80
20.00,230.00,0.71
20.00,231.00,0.53
20.00,232.00,0.76
20.00,233.00,1.05
20.00,234.00,1.12
20.00,235.00,0.71
20.00,236.00,0.78
20.00,237.00,1.13
20.00,238.00,0.93
20.00,239.00,0.88
20.00,240.00,1.02
20.00,241.00,0.95
20.00,242.00,0.84
20.00,243.00,1.06
20.00,244.00,0.65
20.00,245.00,1.02
20.00,246.00,1.03
20.00,247.00,0.80
20.00,248.00,0.61
20.00,249.00,0.90
20.00,250.00,1.03
20.00,251.00,0.92
20.00,252.00,1.02
20.00,253.00,0.61
20.00,254.00,0.87
21.00,0.00,-2.01
21.00,1.00,-1.83
21.00,2.00,7.84
21.00,3.00,-0.83
21.00,4.00,-1.58
21.00,5.00,-1.67
21.00,6.00,-1.44
21.00,7.00,8.52
21.00,8.00,-0.85
21.00,9.00,-1.74
21.00,10.00,-0.83
21.00,11.00,6.78
21.00,12.00,-1.58
21.00,13.00,-2.16
21.00,14.00,-1.89
21.00,15.00,-2.06
21.00,16.00,-0.88
21.00,17.00,4.73
21.00,18.00,10.00
21.00,19.00,3.15
21.00,20.00,-1.92
21.00,21.00,8.16
21.00,22.00,-1.23
21.00,23.00,-2.29
21.00,24.00,-2.17
21.00,25.00,-2.80
21.00,26.00,-1.24
21.00,27.00,-0.20
21.00,28.00,9.27
21.00,29.00,-1.22
21.00,30.00,-0.74
21.00,31.00,-1.15
21.00,32.00,-1.29
21.00,33.00,-1.29
21.00,34.00,8.71
21.00,35.00,-1.93
21.00,36.00,-1.56
21.00,37.00,-1.24
21.00,38.00,-1.57
21.00,39.00,-1.14
21.00,40.00,-1.33
21.00,41.00,-1.39
21.00,42.00,-1.23
21.00,43.00,-1.53
21.00,44.00,-1.31
21.00,45.00,-1.45
21.00,46.00,-1.24
21.00,47.00,-1.08
21.00,48.00,-0.89
21.00,49.00,-1.04
21.00,50.00,-1.12
21.00,51.00,-1.25
21.00,52.00,-0.99
21.00,53.00,-0.91
21.00,54.00,-1.19
21.00,55.00,-1.34
21.00,56.00,-1.21
21.00,57.00,-1.44
21.00,58.00,-0.84
21.00,59.00,-1.39
21.00,60.00,-1.49
21.00,61.00,-1.30
21.00,62.00,-0.93
21.00,63.00,-1.07
21.00,64.00,-1.23
21.00,65.00,-0.64
21.00,66.00,-0.96
21.00,67.00,-0.57
21.00,68.00,-1.10
21.00,69.00,-0.15
21.00,70.00,0.29
21.00,71.00,0.36
21.00,72.00,-0.05
21.00,73.00,-0.55
21.00,74.00,0.00
21.00,75.00,-0.12
21.00,76.00,-0.09
21.00,77.00,-0.12
21.00,78.00,-0.02
21.00,79.00,-0.19
21.00,80.00,-0.03
21.00,81.00,-0.08
21.00,82.00,-0.24
21.00,83.00,0.02
21.00,84.00,0.10
21.00,85.00,-0.24
21.00,86.00,-0.23
21.00,87.00,-0.09
21.00,88.00,0.10
21.00,89.00,0.17
21.00,90.00,-0.18
21.00,91.00,0.01
21.00,92.00,0.29
21.00,93.00,-0.02
21.00,94.00,0.43
21.00,95.00,0.52
21.00,96.00,0.25
21.00,97.00,0.34
21.00,98.00,-0.05
21.00,99.00,0.33
21.00,100.00,-0.05
21.00,101.00,0.44
21.00,102.00,0.54
21.00,103.00,0.30
21.00,104.00,0.43
21.00,105.00,0.10
21.00,106.00,1.26
21.00,107.00,0.29
21.00,108.00,-0.01
21.00,109.00,0.32
21.00,110.00,0.02
21.00,111.00,0.14
21.00,112.00,-0.08
21.00,113.00,0.38
21.00,114.00,0.22
21.00,115.00,0.57
21.00,116.00,0.11
21.00,117.00,0.49
21.00,118.00,0.55
21.00,119.00,0.78
21.00,120.00,0.91
21.00,121.00,0.90
21.00,122.00,1.20
21.00,123.00,1.14
21.00,124.00,1.33
21.00,125.00,1.47
21.00,126.00,1.21
21.00,127.00,1.54
21.00,128.00,1.41
21.00,129.00,1.22
21.00,130.00,1.51
21.00,131.00,1.49
21.00,132.00,1.72
21.00,133.00,1.47
21.00,134.00,1.53
21.00,135.00,1.77
21.00,136.00,1.72
21.00,137.00,1.55
21.00,138.00,1.38
21.00,139.00,1.56
21.00,140.00,1.38
21.00,141.00,1.55
21.00,142.00,1.81
21.00,143.00,1.42
21.00,144.00,1.67
21.00,145.00,1.29
21.00,146.00,1.27
21.00,147.00,1.28
21.00,148.00,1.20
21.00,149.00,1.58
21.00,150.00,1.35
21.00,151.00,1.40
21.00,152.00,1.35
21.00,153.00,1.14
21.00,154.00,1.43
21.00,155.00,1.36
21.00,156.00,1.18
21.00,157.00,1.16
21.00,158.00,1.38
21.00,159.00,1.28
21.00,160.00,1.31
21.00,161.00,1.38
21.00,162.00,1.36
21.00,163.00,1.54
21.00,164.00,0.95
21.00,165.00,1.65
21.00,166.00,1.21
21.00,167.00,1.13
21.00,168.00,1.08
21.00,169.00,0.66
21.00,170.00,1.26
21.00,171.00,1.07
21.00,172.00,1.16
21.00,173.00,1.05
21.00,174.00,1.07
21.00,175.00,1.27
21.00,176.00,1.04
21.00,177.00,1.29
21.00,178.00,0.97
21.00,179.00,1.20
21.00,180.00,1.17
21.00,181.00,1.17
21.00,182.00,1.22
21.00,183.00,0.99
21.00,184.00,0.83
21.00,185.00,1.22
21.00,186.00,1.08
21.00,187.00,1.27
21.00,188.00,0.70
21.00,189.00,1.14
21.00,190.00,1.31
21.00,191.00,0.92
21.00,192.00,1.14
21.00,193.00,0.97
21.00,194.00,1.44
21.00,195.00,1.24
21.00,196.00,1.13
21.00,197.00,1.23
21.00,198.00,1.33
21.00,199.00,1.02
21.00,200.00,1.08
21.00,201.00,1.30
21.00,202.00,1.13
21.00,203.00,1.36
21.00,204.00,1.20
21.00,205.00,1.14
21.00,206.00,0.74
21.00,207.00,1.28
21.00,208.00,1.11
21.00,209.00,0.97
21.00,210.00,1.25
21.00,211.00,1.06
21.00,212.00,0.62
21.00,213.00,1.27
21.00,214.00,1.04
21.00,215.00,1.07
21.00,216.00,1.40
21.00,217.00,0.80
21.00,218.00,0.84
21.00,219.00,1.21
21.00,220.00,1.24
21.00,221.00,1.05
21.00,222.00,0.81
21.00,223.00,1.00
21.00,224.00,0.81
21.00,225.00,0.91
21.00,226.00,1.22
21.00,227.00,1.06
21.00,228.00,1.00
21.00,229.00,1.16
21.00,230.00,0.79
21.00,231.00,0.87
21.00,232.00,1.15
21.00,233.00,1.17
21.00,234.00,0.93
21.00,235.00,1.05
21.00,236.00,1.12
21.00,237.00,1.17
21.00,238.00,0.98
21.00,239.00,0.90
21.00,240.00,0.71
21.00,241.00,0.88
21.00,242.00,1.06
21.00,243.00,0.77
21.00,244.00,1.09
21.00,245.00,0.99
21.00,246.00,1.03
21.00,247.00,1.17
21.00,248.00,1.03
21.00,249.00,0.87
21.00,250.00,1.14
21.00,251.00,0.84
21.00,252.00,0.58
21.00,253.00,0.85
21.00,254.00,0.78
22.00,0.00,-0.88
22.00,1.00,-0.86
22.00,2.00,-1.78
22.00,3.00,-0.66
22.00,4.00,-1.06
22.00,5.00,-0.75
22.00,6.00,-0.88
22.00,7.00,-0.95
22.00,8.00,-1.03
22.00,9.00,-0.96
22.00,10.00,-1.11
22.00,11.00,-1.06
22.00,12.00,-0.98
22.00,13.00,-2.21
22.00,14.00,-0.87
22.00,15.00,-1.04
22.00,16.00,-0.81
22.00,17.00,-0.75
22.00,18.00,-0.77
22.00,19.00,-0.75
22.00,20.00,-0.64
22.00,21.00,-0.18
22.00,22.00,-0.89
22.00,23.00,-1.49
22.00,24.00,-1.90
22.00,25.00,-1.22
22.00,26.00,-0.72
22.00,27.00,-0.84
22.00,28.00,-0.94
22.00,29.00,-0.79
22.00,30.00,-0.71
22.00,31.00,-1.22
22.00,32.00,-1.44
22.00,33.00,-0.97
22.00,34.00,-0.70
22.00,35.00,-0.67
22.00,36.00,-1.16
22.00,37.00,-0.97
22.00,38.00,-0.75
22.00,39.00,-1.01
22.00,40.00,-0.97
22.00,41.00,-0.91
22.00,42.00,-1.03
22.00,43.00,-0.52
22.00,44.00,-0.67
22.00,45.00,-0.85
22.00,46.00,-1.07
22.00,47.00,-1.06
22.00,48.00,-0.68
22.00,49.00,-1.03
22.00,50.00,-0.77
22.00,51.00,-0.84
22.00,52.00,-0.66
22.00,53.00,-0.71
22.00,54.00,-1.09
22.00,55.00,-0.98
22.00,56.00,-0.34
22.00,57.00,-0.83
22.00,58.00,-0.95
22.00,59.00,-0.57
22.00,60.00,-0.83
22.00,61.00,-0.84
22.00,62.00,-1.34
22.00,63.00,-0.04
22.00,64.00,-0.21
22.00,65.00,0.04
22.00,66.00,-0.41
22.00,67.00,-0.15
22.00,68.00,0.34
22.00,69.00,0.29
22.00,70.00,-0.04
22.00,71.00,-0.12
22.00,72.00,-0.04
22.00,73.00,0.11
22.00,74.00,0.11
22.00,75.00,-0.45
22.00,76.00,-0.09
22.00,77.00,0.16
22.00,78.00,0.14
22.00,79.00,0.19
22.00,80.00,0.16
22.00,81.00,0.09
22.00,82.00,0.33
22.00,83.00,-0.09
22.00,84.00,-0.09
22.00,85.00,-0.11
22.00,86.00,0.11
22.00,87.00,0.36
22.00,88.00,-0.52
22.00,89.00,-0.08
22.00,90.00,-0.16
22.00,91.00,-0.07
22.00,92.00,-0.12
22.00,93.00,0.51
22.00,94.00,0.15
22.00,95.00,0.50
22.00,96.00,0.48
22.00,97.00,0.65
22.00,98.00,-0.05
22.00,99.00,0.47
22.00,100.00,0.17
22.00,101.00,0.40
22.00,102.00,-0.04
22.00,103.00,-0.42
22.00,104.00,0.37
22.00,105.00,0.28
22.00,106.00,-0.03
22.00,107.00,0.43
22.00,108.00,0.06
22.00,109.00,0.12
22.00,110.00,-0.07
22.00,111.00,-0.24
22.00,112.00,0.40
22.00,113.00,0.58
22.00,114.00,0.42
22.00,115.00,0.11
22.00,116.00,0.97
22.00,117.00,0.31
22.00,118.00,0.81
22.00,119.00,0.68
22.00,120.00,0.89
22.00,121.00,0.89
22.00,122.00,1.09
22.00,123.00,1.41
22.00,124.00,1.16
22.00,125.00,1.07
22.00,126.00,0.93
22.00,127.00,1.51
22.00,128.00,1.24
22.00,129.00,1.41
22.00,130.00,1.16
22.00,131.00,1.10
22.00,132.00,1.20
22.00,133.00,1.38
22.00,134.00,1.64
22.00,135.00,1.30
22.00,136.00,1.36
22.00,137.00,1.26
22.00,138.00,1.26
22.00,139.00,1.64
22.00,140.00,1.04
22.00,141.00,1.30
22.00,142.00,1.59
22.00,143.00,1.02
22.00,144.00,1.46
22.00,145.00,1.27
22.00,146.00,1.40
22.00,147.00,1.28
22.00,148.00,1.26
22.00,149.00,1.36
22.00,150.00,1.48
22.00,151.00,1.29
22.00,152.00,1.55
22.00,153.00,1.26
22.00,154.00,1.19
22.00,155.00,1.15
22.00,156.00,1.29
22.00,157.00,0.94
22.00,158.00,1.17
22.00,159.00,1.20
22.00,160.00,1.13
22.00,161.00,1.38
22.00,162.00,1.12
22.00,163.00,0.92
22.00,164.00,1.15
22.00,165.00,0.91
22.00,166.00,1.41
22.00,167.00,1.25
22.00,168.00,1.08
22.00,169.00,1.46
22.00,170.00,1.13
22.00,171.00,1.12
22.00,172.00,1.06
22.00,173.00,1.11
22.00,174.00,1.26
22.00,175.00,0.92
22.00,176.00,0.90
22.00,177.00,1.01
22.00,178.00,1.21
22.00,179.00,1.03
22.00,180.00,0.98
22.00,181.00,0.92
22.00,182.00,0.87
22.00,183.00,1.04
22.00,184.00,1.02
22.00,185.00,1.23
22.00,186.00,1.27
22.00,187.00,1.31
22.00,188.00,0.80
22.00,189.00,1.01
22.00,190.00,0.90
22.00,191.00,0.40
22.00,192.00,0.95
22.00,193.00,0.97
22.00,194.00,1.00
22.00,195.00,0.68
22.00,196.00,0.79
22.00,197.00,0.86
22.00,198.00,1.05
22.00,199.00,0.98
22.00,200.00,0.60
22.00,201.00,0.89
22.00,202.00,0.87
22.00,203.00,1.25
22.00,204.00,1.10
22.00,205.00,0.94
22.00,206.00,1.39
22.00,207.00,1.12
22.00,208.00,1.02
22.00,209.00,1.35
22.00,210.00,1.11
22.00,211.00,1.06
22.00,212.00,0.81
22.00,213.00,1.08
22.00,214.00,1.06
22.00,215.00,1.10
22.00,216.00,1.09
22.00,217.00,1.24
22.00,218.00,1.24
22.00,219.00,1.34
22.00,220.00,0.94
22.00,221.00,0.96
22.00,222.00,0.82
22.00,223.00,0.59
22.00,224.00,0.94
22.00,225.00,0.84
22.00,226.00,0.75
22.00,227.00,1.05
22.00,228.00,1.04
22.00,229.00,0.83
22.00,230.00,1.10
22.00,231.00,0.89
22.00,232.00,0.84
22.00,233.00,0.94
22.00,234.00,0.85
22.00,235.00,0.73
22.00,236.00,0.80
22.00,237.00,1.08
22.00,238.00,0.89
22.00,239.00,0.90
22.00,240.00,1.03
22.00,241.00,0.90
22.00,242.00,0.70
22.00,243.00,0.96
22.00,244.00,0.81
22.00,245.00,1.01
22.00,246.00,0.97
22.00,247.00,0.92
22.00,248.00,0.77
22.00,249.00,0.59
22.00,250.00,1.07
22.00,251.00,1.08
22.00,252.00,0.99
22.00,253.00,0.95
22.00,254.00,1.30
23.00,0.00,-0.12
23.00,1.00,-1.07
23.00,2.00,-0.83
23.00,3.00,-0.87
23.00,4.00,-0.92
23.00,5.00,-0.44
23.00,6.00,-0.69
23.00,7.00,-0.78
23.00,8.00,-1.01
23.00,9.00,-0.89
23.00,10.00,-1.20
23.00,11.00,-1.06
23.00,12.00,-0.74
23.00,13.00,-0.70
23.00,14.00,-1.11
23.00,15.00,-0.91
23.00,16.00,-0.85
23.00,17.00,-1.09
23.00,18.00,-0.49
23.00,19.00,-0.73
23.00,20.00,-0.61
23.00,21.00,-0.99
23.00,22.00,-0.72
23.00,23.00,-0.82
23.00,24.00,-0.88
23.00,25.00,-0.62
23.00,26.00,-0.82
23.00,27.00,-1.37
23.00,28.00,-1.10
23.00,29.00,-0.80
23.00,30.00,-0.59
23.00,31.00,-0.73
23.00,32.00,-0.58
23.00,33.00,-0.80
23.00,34.00,-0.60
23.00,35.00,-1.04
23.00,36.00,-0.94
23.00,37.00,-0.62
23.00,38.00,-0.85
23.00,39.00,-0.88
23.00,40.00,-0.78
23.00,41.00,-0.94
23.00,42.00,-0.81
23.00,43.00,-0.97
23.00,44.00,-1.08
23.00,45.00,-0.77
23.00,46.00,-1.11
23.00,47.00,-0.99
23.00,48.00,-1.30
23.00,49.00,-0.78
23.00,50.00,-0.90
23.00,51.00,-1.00
23.00,52.00,-0.78
23.00,53.00,-0.87
23.00,54.00,-0.56
23.00,55.00,-0.62
23.00,56.00,-0.59
23.00,57.00,-0.42
23.00,58.00,-0.24
23.00,59.00,-0.57
23.00,60.00,-0.34
23.00,61.00,-0.28
23.00,62.00,0.46
23.00,63.00,0.21
23.00,64.00,0.09
23.00,65.00,0.13
23.00,66.00,0.08
23.00,67.00,0.08
23.00,68.00,0.04
23.00,69.00,0.35
23.00,70.00,0.01
23.00,71.00,0.25
23.00,72.00,0.13
23.00,73.00,-0.16
23.00,74.00,0.07
23.00,75.00,0.41
23.00,76.00,0.22
23.00,77.00,0.12
23.00,78.00,-0.10
23.00,79.00,0.25
23.00,80.00,0.52
23.00,81.00,0.18
23.00,82.00,0.10
23.00,83.00,0.08
23.00,84.00,0.10
23.00,85.00,-0.02
23.00,86.00,-0.17
23.00,87.00,-0.16
23.00,88.00,0.14
23.00,89.00,-0.24
23.00,90.00,0.20
23.00,91.00,0.16
23.00,92.00,0.34
23.00,93.00,-0.07
23.00,94.00,0.21
23.00,95.00,-0.07
23.00,96.00,0.53
23.00,97.00,0.06
23.00,98.00,0.42
23.00,99.00,0.70
23.00,100.00,-0.22
23.00,101.00,0.65
23.00,102.00,0.33
23.00,103.00,0.12
23.00,104.00,-0.03
23.00,105.00,-0.40
23.00,106.00,-0.39
23.00,107.00,-0.10
23.00,108.00,0.20
23.00,109.00,-0.36
23.00,110.00,0.70
23.00,111.00,0.39
23.00,112.00,0.55
23.00,113.00,0.79
23.00,114.00,0.48
23.00,115.00,0.52
23.00,116.00,0.47
23.00,117.00,1.10
23.00,118.00,0.74
23.00,119.00,0.93
23.00,120.00,1.04
23.00,121.00,1.15
23.00,122.00,1.58
23.00,123.00,1.42
23.00,124.00,1.66
23.00,125.00,1.46
23.00,126.00,0.91
23.00,127.00,1.16
23.00,128.00,1.39
23.00,129.00,1.19
23.00,130.00,1.19
23.00,131.00,1.20
23.00,132.00,1.32
23.00,133.00,1.52
23.00,134.00,1.23
23.00,135.00,1.24
23.00,136.00,1.70
23.00,137.00,1.35
23.00,138.00,1.50
23.00,139.00,1.78
23.00,140.00,1.25
23.00,141.00,0.80
23.00,142.00,1.57
23.00,143.00,1.38
23.00,144.00,1.44
23.00,145.00,1.47
23.00,146.00,1.16
23.00,147.00,1.58
23.00,148.00,1.28
23.00,149.00,1.06
23.00,150.00,1.34
23.00,151.00,1.00
23.00,152.00,1.14
23.00,153.00,1.17
23.00,154.00,1.28
23.00,155.00,1.34
23.00,156.00,1.32
23.00,157.00,1.08
23.00,158.00,1.31
23.00,159.00,1.33
23.00,160.00,1.46
23.00,161.00,1.23
23.00,162.00,1.24
23.00,163.00,1.42
23.00,164.00,1.02
23.00,165.00,1.07
23.00,166.00,1.13
23.00,167.00,1.47
23.00,168.00,0.92
23.00,169.00,1.25
23.00,170.00,1.11
23.00,171.00,1.18
23.00,172.00,0.85
23.00,173.00,1.32
23.00,174.00,1.07
23.00,175.00,1.15
23.00,176.00,1.43
23.00,177.00,1.22
23.00,178.00,1.56
23.00,179.00,1.44
23.00,180.00,1.10
23.00,181.00,1.11
23.00,182.00,1.36
23.00,183.00,1.12
23.00,184.00,1.11
23.00,185.00,1.09
23.00,186.00,0.75
23.00,187.00,1.02
23.00,188.00,1.03
23.00,189.00,0.98
23.00,190.00,0.94
23.00,191.00,1.12
23.00,192.00,0.90
23.00,193.00,1.05
23.00,194.00,1.10
23.00,195.00,0.86
23.00,196.00,1.14
23.00,197.00,1.03
23.00,198.00,0.71
23.00,199.00,1.14
23.00,200.00,0.90
23.00,201.00,1.01
23.00,202.00,0.85
23.00,203.00,0.95
23.00,204.00,1.07
23.00,205.00,0.90
23.00,206.00,0.83
23.00,207.00,1.35
23.00,208.00,0.64
23.00,209.00,1.24
23.00,210.00,0.51
23.00,211.00,1.11
23.00,212.00,1.09
23.00,213.00,1.05
23.00,214.00,1.11
23.00,215.00,1.07
23.00,216.00,1.23
23.00,217.00,1.04
23.00,218.00,1.24
23.00,219.00,1.12
23.00,220.00,1.15
23.00,221.00,1.00
23.00,222.00,1.02
23.00,223.00,1.21
23.00,224.00,0.94
23.00,225.00,0.72
23.00,226.00,0.72
23.00,227.00,0.73
23.00,228.00,0.83
23.00,229.00,0.64
23.00,230.00,0.73
23.00,231.00,0.41
23.00,232.00,0.84
23.00,233.00,0.65
23.00,234.00,0.72
23.00,235.00,0.96
23.00,236.00,0.78
23.00,237.00,1.03
23.00,238.00,1.15
23.00,239.00,0.73
23.00,240.00,0.75
23.00,241.00,1.09
23.00,242.00,0.80
23.00,243.00,0.97
23.00,244.00,0.90
23.00,245.00,1.10
23.00,246.00,1.00
23.00,247.00,0.76
23.00,248.00,1.05
23.00,249.00,1.20
23.00,250.00,1.11
23.00,251.00,1.13
23.00,252.00,1.11
23.00,253.00,1.23
23.00,254.00,0.86
24.00,0.00,-0.51
24.00,1.00,-0.98
24.00,2.00,-0.60
24.00,3.00,-0.75
24.00,4.00,-1.21
24.00,5.00,-1.06
24.00,6.00,-1.08
24.00,7.00,-0.90
24.00,8.00,-0.80
24.00,9.00,-0.82
24.00,10.00,-1.09
24.00,11.00,-0.74
24.00,12.00,-0.89
24.00,13.00,-0.77
24.00,14.00,-1.01
24.00,15.00,-1.05
24.00,16.00,-0.74
24.00,17.00,-0.66
24.00,18.00,-0.95
24.00,19.00,-0.81
24.00,20.00,-0.95
24.00,21.00,-0.95
24.00,22.00,-1.35
24.00,23.00,-0.59
24.00,24.00,-1.14
24.00,25.00,-0.55
24.00,26.00,-1.25
24.00,27.00,-0.84
24.00,28.00,-1.06
24.00,29.00,-1.01
24.00,30.00,-0.98
24.00,31.00,-0.81
24.00,32.00,-0.58
24.00,33.00,-1.04
24.00,34.00,-1.10
24.00,35.00,-0.83
24.00,36.00,-0.54
24.00,37.00,-0.98
24.00,38.00,-1.07
24.00,39.00,-0.99
24.00,40.00,-0.82
24.00,41.00,-0.84
24.00,42.00,-1.19
24.00,43.00,-0.99
24.00,44.00,-0.92
24.00,45.00,-0.82
24.00,46.00,-1.24
