Width,Color,Steering_angle_difference
10.00,217.00,1.20
10.00,218.00,0.97
10.00,219.00,1.19
10.00,220.00,0.99
10.00,221.00,1.01
10.00,222.00,1.24
10.00,223.00,0.93
10.00,224.00,0.85
10.00,225.00,0.79
10.00,226.00,1.05
10.00,227.00,0.71
10.00,228.00,0.67
10.00,229.00,0.85
10.00,230.00,0.73
10.00,231.00,0.85
10.00,232.00,0.82
10.00,233.00,1.01
10.00,234.00,0.93
10.00,235.00,0.76
10.00,236.00,0.77
10.00,237.00,0.56
10.00,238.00,0.78
10.00,239.00,0.81
10.00,240.00,0.89
10.00,241.00,0.85
10.00,242.00,0.69
10.00,243.00,0.38
10.00,244.00,0.69
10.00,245.00,0.80
10.00,246.00,0.51
10.00,247.00,0.62
10.00,248.00,0.82
10.00,249.00,0.75
10.00,250.00,0.48
10.00,251.00,0.57
10.00,252.00,0.92
10.00,253.00,0.66
10.00,254.00,0.48
11.00,0.00,26.30
11.00,1.00,29.28
11.00,2.00,28.55
11.00,3.00,27.97
11.00,4.00,28.49
11.00,5.00,29.20
11.00,6.00,27.78
11.00,7.00,28.72
11.00,8.00,27.68
11.00,9.00,27.49
11.00,10.00,27.90
11.00,11.00,28.57
11.00,12.00,28.22
11.00,13.00,27.55
11.00,14.00,28.16
11.00,15.00,28.67
11.00,16.00,28.50
11.00,17.00,27.84
11.00,18.00,27.82
11.00,19.00,28.47
11.00,20.00,28.16
11.00,21.00,29.24
11.00,22.00,26.83
11.00,23.00,28.87
11.00,24.00,27.55
11.00,25.00,28.49
11.00,26.00,27.50
11.00,27.00,28.44
11.00,28.00,28.65
11.00,29.00,28.40
11.00,30.00,28.05
11.00,31.00,27.62
11.00,32.00,27.50
11.00,33.00,28.99
11.00,34.00,29.05
11.00,35.00,28.38
11.00,36.00,26.23
11.00,37.00,27.74
11.00,38.00,29.04
11.00,39.00,27.64
11.00,40.00,27.72
11.00,41.00,28.17
11.00,42.00,28.29
11.00,43.00,28.21
11.00,44.00,29.20
11.00,45.00,30.27
11.00,46.00,27.42
11.00,47.00,29.44
11.00,48.00,29.21
11.00,49.00,27.97
11.00,50.00,28.01
11.00,51.00,30.78
11.00,52.00,29.22
11.00,53.00,31.04
11.00,54.00,28.45
11.00,55.00,28.06
11.00,56.00,26.46
11.00,57.00,27.97
11.00,58.00,31.01
11.00,59.00,8.88
11.00,60.00,9.03
11.00,61.00,9.18
11.00,62.00,7.84
11.00,63.00,6.67
11.00,64.00,-0.90
11.00,65.00,-1.54
11.00,66.00,-1.45
11.00,67.00,-1.68
11.00,68.00,-1.13
11.00,69.00,-1.52
11.00,70.00,-1.60
11.00,71.00,-2.17
11.00,72.00,-1.88
11.00,73.00,-1.56
11.00,74.00,-1.71
11.00,75.00,-1.77
11.00,76.00,-2.26
11.00,77.00,-2.05
11.00,78.00,-2.09
11.00,79.00,-1.23
11.00,80.00,-2.24
11.00,81.00,-2.10
11.00,82.00,-1.67
11.00,83.00,-1.55
11.00,84.00,-1.79
11.00,85.00,-1.66
11.00,86.00,-2.13
11.00,87.00,-1.56
11.00,88.00,-1.32
11.00,89.00,-0.80
11.00,90.00,-1.61
11.00,91.00,-1.41
11.00,92.00,-1.39
11.00,93.00,-1.74
11.00,94.00,-0.45
11.00,95.00,-0.79
11.00,96.00,-1.01
11.00,97.00,-0.75
11.00,98.00,-1.07
11.00,99.00,-0.76
11.00,100.00,-0.47
11.00,101.00,-0.54
11.00,102.00,-0.44
11.00,103.00,-0.78
11.00,104.00,-0.72
11.00,105.00,-0.83
11.00,106.00,-0.63
11.00,107.00,-0.66
11.00,108.00,-0.87
11.00,109.00,-0.72
11.00,110.00,-0.86
11.00,111.00,-0.65
11.00,112.00,-0.67
11.00,113.00,-0.75
11.00,114.00,-0.55
11.00,115.00,-0.96
11.00,116.00,-0.67
11.00,117.00,-0.75
11.00,118.00,-0.62
11.00,119.00,-0.48
11.00,120.00,-0.40
11.00,121.00,-0.40
11.00,122.00,-0.43
11.00,123.00,-0.61
11.00,124.00,-0.73
11.00,125.00,-1.03
11.00,126.00,-0.42
11.00,127.00,-0.11
11.00,128.00,-0.63
11.00,129.00,-0.35
11.00,130.00,-0.40
11.00,131.00,-0.40
11.00,132.00,-0.62
11.00,133.00,-0.38
11.00,134.00,-0.64
11.00,135.00,-0.44
11.00,136.00,-0.29
11.00,137.00,-0.18
11.00,138.00,-0.12
11.00,139.00,-0.33
11.00,140.00,-0.05
11.00,141.00,-0.22
11.00,142.00,0.14
11.00,143.00,-0.41
11.00,144.00,-0.21
11.00,145.00,-0.48
11.00,146.00,-0.34
11.00,147.00,0.20
11.00,148.00,0.07
11.00,149.00,-0.05
11.00,150.00,0.25
11.00,151.00,-0.27
11.00,152.00,0.14
11.00,153.00,0.10
11.00,154.00,0.89
11.00,155.00,-0.06
11.00,156.00,0.24
11.00,157.00,0.38
11.00,158.00,0.17
11.00,159.00,0.19
11.00,160.00,0.34
11.00,161.00,0.45
11.00,162.00,0.38
11.00,163.00,0.59
11.00,164.00,0.64
11.00,165.00,0.89
11.00,166.00,0.85
11.00,167.00,0.88
11.00,168.00,0.86
11.00,169.00,0.96
11.00,170.00,0.62
11.00,171.00,0.90
11.00,172.00,0.93
11.00,173.00,1.04
11.00,174.00,0.66
11.00,175.00,0.85
11.00,176.00,0.91
11.00,177.00,0.84
11.00,178.00,1.10
11.00,179.00,0.90
11.00,180.00,0.99
11.00,181.00,0.91
11.00,182.00,1.11
11.00,183.00,1.11
11.00,184.00,1.17
11.00,185.00,1.17
11.00,186.00,0.87
11.00,187.00,1.16
11.00,188.00,0.88
11.00,189.00,0.87
11.00,190.00,1.02
11.00,191.00,0.88
11.00,192.00,1.02
11.00,193.00,0.99
11.00,194.00,1.37
11.00,195.00,0.73
11.00,196.00,1.05
11.00,197.00,0.88
11.00,198.00,1.18
11.00,199.00,1.22
11.00,200.00,0.95
11.00,201.00,1.34
11.00,202.00,1.21
11.00,203.00,1.10
11.00,204.00,1.28
11.00,205.00,1.40
11.00,206.00,1.33
11.00,207.00,1.20
11.00,208.00,1.11
11.00,209.00,1.05
11.00,210.00,0.98
11.00,211.00,1.11
11.00,212.00,1.04
11.00,213.00,1.04
11.00,214.00,1.03
11.00,215.00,0.82
11.00,216.00,1.32
11.00,217.00,1.03
11.00,218.00,0.73
11.00,219.00,1.01
11.00,220.00,1.01
11.00,221.00,0.90
11.00,222.00,0.83
11.00,223.00,0.89
11.00,224.00,0.86
11.00,225.00,0.80
11.00,226.00,1.05
11.00,227.00,0.90
11.00,228.00,0.68
11.00,229.00,0.79
11.00,230.00,0.99
11.00,231.00,0.74
11.00,232.00,1.14
11.00,233.00,0.61
11.00,234.00,0.92
11.00,235.00,0.80
11.00,236.00,0.60
11.00,237.00,0.42
11.00,238.00,0.94
11.00,239.00,0.91
11.00,240.00,0.46
11.00,241.00,0.84
11.00,242.00,0.87
11.00,243.00,0.99
11.00,244.00,0.59
11.00,245.00,0.61
11.00,246.00,0.50
11.00,247.00,0.63
11.00,248.00,0.39
11.00,249.00,0.57
11.00,250.00,0.68
11.00,251.00,0.24
11.00,252.00,0.14
11.00,253.00,0.68
11.00,254.00,0.26
12.00,0.00,29.26
12.00,1.00,28.14
12.00,2.00,30.74
12.00,3.00,26.45
12.00,4.00,27.40
12.00,5.00,28.68
12.00,6.00,37.59
12.00,7.00,26.95
12.00,8.00,29.13
12.00,9.00,28.76
12.00,10.00,28.72
12.00,11.00,27.81
12.00,12.00,27.63
12.00,13.00,27.73
12.00,14.00,28.82
12.00,15.00,26.99
12.00,16.00,32.79
12.00,17.00,28.44
12.00,18.00,29.25
12.00,19.00,27.02
12.00,20.00,28.07
12.00,21.00,27.96
12.00,22.00,28.22
12.00,23.00,28.32
12.00,24.00,27.57
12.00,25.00,28.20
12.00,26.00,28.34
12.00,27.00,28.33
12.00,28.00,29.15
12.00,29.00,27.68
12.00,30.00,27.51
12.00,31.00,27.58
12.00,32.00,26.72
12.00,33.00,27.69
12.00,34.00,27.84
12.00,35.00,28.52
12.00,36.00,27.97
12.00,37.00,27.78
12.00,38.00,29.62
12.00,39.00,27.94
12.00,40.00,28.92
12.00,41.00,32.62
12.00,42.00,27.83
12.00,43.00,29.02
12.00,44.00,28.05
12.00,45.00,27.58
12.00,46.00,30.20
12.00,47.00,28.13
12.00,48.00,28.00
12.00,49.00,27.62
12.00,50.00,27.35
12.00,51.00,27.61
12.00,52.00,20.33
12.00,53.00,29.43
12.00,54.00,27.44
12.00,55.00,28.99
12.00,56.00,9.65
12.00,57.00,10.06
12.00,58.00,8.13
12.00,59.00,10.21
12.00,60.00,7.16
12.00,61.00,-2.67
12.00,62.00,-0.77
12.00,63.00,-1.77
12.00,64.00,-2.14
12.00,65.00,-2.98
12.00,66.00,-1.13
12.00,67.00,-1.28
12.00,68.00,-1.09
12.00,69.00,-1.97
12.00,70.00,-1.95
12.00,71.00,-1.61
12.00,72.00,-1.49
12.00,73.00,-1.69
12.00,74.00,-1.66
12.00,75.00,-1.32
12.00,76.00,-2.23
12.00,77.00,-1.38
12.00,78.00,-1.96
12.00,79.00,-1.72
12.00,80.00,-1.96
12.00,81.00,-2.41
12.00,82.00,-0.96
12.00,83.00,-1.78
12.00,84.00,-1.44
12.00,85.00,-1.42
12.00,86.00,-1.62
12.00,87.00,-1.36
12.00,88.00,-1.01
12.00,89.00,-0.81
12.00,90.00,-0.95
12.00,91.00,-0.93
12.00,92.00,-0.94
12.00,93.00,-0.87
12.00,94.00,-0.71
12.00,95.00,-0.83
12.00,96.00,-0.91
12.00,97.00,-0.74
12.00,98.00,-0.72
12.00,99.00,-0.83
12.00,100.00,-0.69
12.00,101.00,-0.56
12.00,102.00,-0.88
12.00,103.00,-1.17
12.00,104.00,-0.33
12.00,105.00,-0.60
12.00,106.00,-0.43
12.00,107.00,-0.34
12.00,108.00,-0.81
12.00,109.00,-0.96
12.00,110.00,-0.94
12.00,111.00,-0.18
12.00,112.00,-0.59
12.00,113.00,-0.47
12.00,114.00,-0.64
12.00,115.00,-0.70
12.00,116.00,-0.65
12.00,117.00,-0.61
12.00,118.00,-0.61
12.00,119.00,-0.40
12.00,120.00,-0.81
12.00,121.00,-0.48
12.00,122.00,-0.46
12.00,123.00,-0.38
12.00,124.00,-0.77
12.00,125.00,-0.54
12.00,126.00,-0.32
12.00,127.00,-0.77
12.00,128.00,-0.65
12.00,129.00,-0.20
12.00,130.00,-0.65
12.00,131.00,-0.62
12.00,132.00,-0.77
12.00,133.00,-0.64
12.00,134.00,-0.78
12.00,135.00,-0.08
12.00,136.00,-0.56
12.00,137.00,-0.09
12.00,138.00,-0.37
12.00,139.00,-0.46
12.00,140.00,-0.33
12.00,141.00,-0.29
12.00,142.00,0.08
12.00,143.00,-0.30
12.00,144.00,-0.11
12.00,145.00,-0.31
12.00,146.00,-0.34
12.00,147.00,-0.41
12.00,148.00,0.24
12.00,149.00,-0.29
12.00,150.00,-0.15
12.00,151.00,0.07
12.00,152.00,0.47
12.00,153.00,-0.21
12.00,154.00,0.06
12.00,155.00,-0.04
12.00,156.00,0.04
12.00,157.00,-0.14
12.00,158.00,0.38
12.00,159.00,0.35
12.00,160.00,0.16
12.00,161.00,0.60
12.00,162.00,0.78
12.00,163.00,0.82
12.00,164.00,0.73
12.00,165.00,0.57
12.00,166.00,1.08
12.00,167.00,0.57
12.00,168.00,0.31
12.00,169.00,0.63
12.00,170.00,1.12
12.00,171.00,0.85
12.00,172.00,0.90
12.00,173.00,1.09
12.00,174.00,1.12
12.00,175.00,0.87
12.00,176.00,0.97
12.00,177.00,1.11
12.00,178.00,1.03
12.00,179.00,0.88
12.00,180.00,1.02
12.00,181.00,1.03
12.00,182.00,1.37
12.00,183.00,0.81
12.00,184.00,1.28
12.00,185.00,1.23
12.00,186.00,1.36
12.00,187.00,1.20
12.00,188.00,1.37
12.00,189.00,1.19
12.00,190.00,0.96
12.00,191.00,1.20
12.00,192.00,1.23
12.00,193.00,0.84
12.00,194.00,1.29
12.00,195.00,1.33
12.00,196.00,1.43
12.00,197.00,1.01
12.00,198.00,1.29
12.00,199.00,1.18
12.00,200.00,1.17
12.00,201.00,1.39
12.00,202.00,0.94
12.00,203.00,1.04
12.00,204.00,1.28
12.00,205.00,1.18
12.00,206.00,1.21
12.00,207.00,1.15
12.00,208.00,1.13
12.00,209.00,1.03
12.00,210.00,1.25
12.00,211.00,1.22
12.00,212.00,1.09
12.00,213.00,0.55
12.00,214.00,1.22
12.00,215.00,0.82
12.00,216.00,0.96
12.00,217.00,1.03
12.00,218.00,0.97
12.00,219.00,1.10
12.00,220.00,1.18
12.00,221.00,0.58
12.00,222.00,0.70
12.00,223.00,0.93
12.00,224.00,0.77
12.00,225.00,0.82
12.00,226.00,1.26
12.00,227.00,0.65
12.00,228.00,0.75
12.00,229.00,0.94
12.00,230.00,0.96
12.00,231.00,0.87
12.00,232.00,0.90
12.00,233.00,0.69
12.00,234.00,0.87
12.00,235.00,0.71
12.00,236.00,0.85
12.00,237.00,0.24
12.00,238.00,0.84
12.00,239.00,0.39
12.00,240.00,0.51
12.00,241.00,0.67
12.00,242.00,0.76
12.00,243.00,0.34
12.00,244.00,0.57
12.00,245.00,0.81
12.00,246.00,0.92
12.00,247.00,0.63
12.00,248.00,0.27
12.00,249.00,0.41
12.00,250.00,0.50
12.00,251.00,0.51
12.00,252.00,0.66
12.00,253.00,0.57
12.00,254.00,0.83
13.00,0.00,34.58
13.00,1.00,27.43
13.00,2.00,30.66
13.00,3.00,27.78
13.00,4.00,35.86
13.00,5.00,28.85
13.00,6.00,33.14
13.00,7.00,25.17
13.00,8.00,27.15
13.00,9.00,40.17
13.00,10.00,30.81
13.00,11.00,28.58
13.00,12.00,26.74
13.00,13.00,26.27
13.00,14.00,27.78
13.00,15.00,27.06
13.00,16.00,34.59
13.00,17.00,26.41
13.00,18.00,29.30
13.00,19.00,27.19
13.00,20.00,27.80
13.00,21.00,27.97
13.00,22.00,27.45
13.00,23.00,28.56
13.00,24.00,27.32
13.00,25.00,31.78
13.00,26.00,28.04
13.00,27.00,28.44
13.00,28.00,27.81
13.00,29.00,32.29
13.00,30.00,29.43
13.00,31.00,27.55
13.00,32.00,22.60
13.00,33.00,28.40
13.00,34.00,26.69
13.00,35.00,25.71
13.00,36.00,27.46
13.00,37.00,31.59
13.00,38.00,28.34
13.00,39.00,29.20
13.00,40.00,28.47
13.00,41.00,28.09
13.00,42.00,27.84
13.00,43.00,26.91
13.00,44.00,28.16
13.00,45.00,27.20
13.00,46.00,8.35
13.00,47.00,18.75
13.00,48.00,15.09
13.00,49.00,12.33
13.00,50.00,4.06
13.00,51.00,20.40
13.00,52.00,12.16
13.00,53.00,8.24
13.00,54.00,10.49
13.00,55.00,11.30
13.00,56.00,10.05
13.00,57.00,-2.54
13.00,58.00,7.15
13.00,59.00,9.41
13.00,60.00,7.68
13.00,61.00,-2.35
13.00,62.00,6.71
13.00,63.00,-1.87
13.00,64.00,-2.17
13.00,65.00,-0.81
13.00,66.00,-2.01
13.00,67.00,-1.58
13.00,68.00,-1.10
13.00,69.00,-1.37
13.00,70.00,-1.75
13.00,71.00,-1.44
13.00,72.00,-1.45
13.00,73.00,-1.24
13.00,74.00,-1.95
13.00,75.00,-1.58
13.00,76.00,-2.04
13.00,77.00,-1.35
13.00,78.00,-2.07
13.00,79.00,-2.01
13.00,80.00,-1.89
13.00,81.00,-1.69
13.00,82.00,-1.73
13.00,83.00,-2.02
13.00,84.00,-1.49
13.00,85.00,-1.52
13.00,86.00,-1.51
13.00,87.00,-1.62
13.00,88.00,-0.82
13.00,89.00,-1.57
13.00,90.00,-0.81
13.00,91.00,-1.02
13.00,92.00,-1.17
13.00,93.00,-0.45
13.00,94.00,-0.74
13.00,95.00,-0.67
13.00,96.00,-1.01
13.00,97.00,-0.43
13.00,98.00,-0.40
13.00,99.00,-0.82
13.00,100.00,-0.78
13.00,101.00,-0.54
13.00,102.00,-0.16
13.00,103.00,-0.24
13.00,104.00,-0.87
13.00,105.00,-0.57
13.00,106.00,-0.57
13.00,107.00,-0.68
13.00,108.00,-1.06
13.00,109.00,-0.70
13.00,110.00,-0.56
13.00,111.00,-0.38
13.00,112.00,-0.49
13.00,113.00,-0.49
13.00,114.00,-0.22
13.00,115.00,-0.64
13.00,116.00,-0.36
13.00,117.00,-0.50
13.00,118.00,-0.46
13.00,119.00,-0.49
13.00,120.00,-0.55
13.00,121.00,-0.59
13.00,122.00,-0.80
13.00,123.00,-0.62
13.00,124.00,-0.93
13.00,125.00,-0.30
13.00,126.00,-0.49
13.00,127.00,-0.58
13.00,128.00,-0.17
13.00,129.00,-0.78
13.00,130.00,-0.69
13.00,131.00,-0.01
13.00,132.00,-0.27
13.00,133.00,-0.70
13.00,134.00,0.09
13.00,135.00,-0.52
13.00,136.00,-0.44
13.00,137.00,-0.69
13.00,138.00,-0.41
13.00,139.00,-0.30
13.00,140.00,-0.05
13.00,141.00,-0.93
13.00,142.00,0.22
13.00,143.00,-0.18
13.00,144.00,-0.25
13.00,145.00,-0.43
13.00,146.00,-0.57
13.00,147.00,-0.10
13.00,148.00,-0.10
13.00,149.00,-0.26
13.00,150.00,0.03
13.00,151.00,-0.12
13.00,152.00,-0.08
13.00,153.00,-0.25
13.00,154.00,-0.21
13.00,155.00,0.26
13.00,156.00,0.40
13.00,157.00,0.08
13.00,158.00,0.50
13.00,159.00,0.03
13.00,160.00,0.26
13.00,161.00,0.53
13.00,162.00,0.48
13.00,163.00,0.68
13.00,164.00,0.82
13.00,165.00,1.25
13.00,166.00,0.89
13.00,167.00,1.18
13.00,168.00,0.66
13.00,169.00,0.97
13.00,170.00,0.83
13.00,171.00,0.75
13.00,172.00,0.98
13.00,173.00,1.23
13.00,174.00,1.09
13.00,175.00,1.47
13.00,176.00,0.99
13.00,177.00,1.41
13.00,178.00,0.66
13.00,179.00,0.92
13.00,180.00,0.93
13.00,181.00,0.97
13.00,182.00,1.53
13.00,183.00,0.70
13.00,184.00,0.89
13.00,185.00,0.79
13.00,186.00,0.98
13.00,187.00,0.90
13.00,188.00,0.94
13.00,189.00,0.96
13.00,190.00,1.07
13.00,191.00,0.94
13.00,192.00,0.97
13.00,193.00,1.20
13.00,194.00,1.16
13.00,195.00,0.95
13.00,196.00,1.09
13.00,197.00,1.22
13.00,198.00,0.97
13.00,199.00,1.04
13.00,200.00,1.23
13.00,201.00,1.13
13.00,202.00,1.14
13.00,203.00,0.99
13.00,204.00,1.03
13.00,205.00,1.23
13.00,206.00,1.28
13.00,207.00,1.24
13.00,208.00,1.20
13.00,209.00,1.25
13.00,210.00,1.11
13.00,211.00,1.14
13.00,212.00,1.21
13.00,213.00,1.18
13.00,214.00,1.14
13.00,215.00,1.12
13.00,216.00,1.44
13.00,217.00,1.36
13.00,218.00,0.98
13.00,219.00,0.98
13.00,220.00,1.14
13.00,221.00,0.90
13.00,222.00,0.94
13.00,223.00,1.11
13.00,224.00,0.95
13.00,225.00,0.85
13.00,226.00,0.89
13.00,227.00,0.84
13.00,228.00,0.77
13.00,229.00,0.85
13.00,230.00,0.91
13.00,231.00,0.80
13.00,232.00,1.00
13.00,233.00,0.70
13.00,234.00,0.83
13.00,235.00,0.47
13.00,236.00,0.80
13.00,237.00,0.73
13.00,238.00,0.80
13.00,239.00,0.88
13.00,240.00,0.66
13.00,241.00,0.72
13.00,242.00,0.56
13.00,243.00,0.32
13.00,244.00,0.69
13.00,245.00,0.51
13.00,246.00,0.44
13.00,247.00,0.37
13.00,248.00,0.52
13.00,249.00,0.42
13.00,250.00,0.32
13.00,251.00,0.39
13.00,252.00,0.35
13.00,253.00,0.29
13.00,254.00,0.80
14.00,0.00,19.87
14.00,1.00,27.25
14.00,2.00,27.30
14.00,3.00,30.08
14.00,4.00,26.23
14.00,5.00,28.34
14.00,6.00,28.85
14.00,7.00,30.30
14.00,8.00,30.86
14.00,9.00,27.29
14.00,10.00,18.92
14.00,11.00,27.45
14.00,12.00,27.47
14.00,13.00,28.73
14.00,14.00,27.57
14.00,15.00,40.01
14.00,16.00,27.92
14.00,17.00,31.11
14.00,18.00,27.22
14.00,19.00,27.08
14.00,20.00,26.73
14.00,21.00,27.92
14.00,22.00,27.38
14.00,23.00,27.16
14.00,24.00,34.61
14.00,25.00,27.48
14.00,26.00,27.58
14.00,27.00,18.81
14.00,28.00,29.43
14.00,29.00,29.00
14.00,30.00,26.20
14.00,31.00,28.35
14.00,32.00,28.18
14.00,33.00,30.42
14.00,34.00,27.47
14.00,35.00,29.06
14.00,36.00,18.05
14.00,37.00,10.55
14.00,38.00,27.61
14.00,39.00,26.72
14.00,40.00,26.75
14.00,41.00,18.88
14.00,42.00,17.45
14.00,43.00,13.88
14.00,44.00,11.65
14.00,45.00,4.65
14.00,46.00,17.69
14.00,47.00,8.61
14.00,48.00,17.71
14.00,49.00,5.80
14.00,50.00,9.52
14.00,51.00,11.55
14.00,52.00,7.95
14.00,53.00,9.08
14.00,54.00,3.09
14.00,55.00,8.84
14.00,56.00,10.56
14.00,57.00,7.13
14.00,58.00,-2.17
14.00,59.00,10.99
14.00,60.00,7.73
14.00,61.00,-1.58
14.00,62.00,-1.62
14.00,63.00,-1.32
14.00,64.00,-1.09
14.00,65.00,-2.28
14.00,66.00,-1.52
14.00,67.00,-1.38
14.00,68.00,-1.43
14.00,69.00,-1.42
14.00,70.00,-1.38
14.00,71.00,-1.45
14.00,72.00,-1.53
14.00,73.00,-2.08
14.00,74.00,-1.65
14.00,75.00,-2.21
14.00,76.00,-1.49
14.00,77.00,-1.77
14.00,78.00,-2.04
14.00,79.00,-1.58
14.00,80.00,-2.41
14.00,81.00,-1.84
14.00,82.00,-1.97
14.00,83.00,-1.27
14.00,84.00,-1.50
14.00,85.00,-1.49
14.00,86.00,-1.00
14.00,87.00,-1.33
14.00,88.00,-1.14
14.00,89.00,-0.89
14.00,90.00,-1.04
14.00,91.00,-1.17
14.00,92.00,-0.83
14.00,93.00,-1.44
14.00,94.00,-0.61
14.00,95.00,-0.71
14.00,96.00,-0.77
14.00,97.00,-0.96
14.00,98.00,-0.54
14.00,99.00,-0.57
14.00,100.00,-0.59
14.00,101.00,-0.63
14.00,102.00,-0.67
14.00,103.00,-0.22
14.00,104.00,-0.57
14.00,105.00,-0.45
14.00,106.00,-0.58
14.00,107.00,-0.53
14.00,108.00,-0.73
14.00,109.00,-0.10
14.00,110.00,-0.75
14.00,111.00,-0.86
14.00,112.00,-0.59
14.00,113.00,-0.63
14.00,114.00,-0.59
14.00,115.00,-0.34
14.00,116.00,-0.51
14.00,117.00,-0.56
14.00,118.00,-0.36
14.00,119.00,-0.70
14.00,120.00,-0.38
14.00,121.00,-0.46
14.00,122.00,-0.24
14.00,123.00,-0.26
14.00,124.00,-0.51
14.00,125.00,-0.72
14.00,126.00,-0.39
14.00,127.00,-0.56
14.00,128.00,0.05
14.00,129.00,-0.31
14.00,130.00,-0.61
14.00,131.00,-0.91
14.00,132.00,-0.05
14.00,133.00,-0.23
14.00,134.00,-0.13
14.00,135.00,-0.19
14.00,136.00,-0.20
14.00,137.00,0.22
14.00,138.00,-0.30
14.00,139.00,-0.18
14.00,140.00,-0.32
14.00,141.00,-0.10
14.00,142.00,-0.37
14.00,143.00,-0.15
14.00,144.00,-0.21
14.00,145.00,-0.48
14.00,146.00,-0.35
14.00,147.00,0.22
14.00,148.00,0.03
14.00,149.00,-0.01
14.00,150.00,0.07
14.00,151.00,0.33
14.00,152.00,0.04
14.00,153.00,0.19
14.00,154.00,0.22
14.00,155.00,0.52
14.00,156.00,0.56
14.00,157.00,0.52
14.00,158.00,0.14
14.00,159.00,0.97
14.00,160.00,0.21
14.00,161.00,0.16
14.00,162.00,0.67
14.00,163.00,0.89
14.00,164.00,1.09
14.00,165.00,0.65
14.00,166.00,1.01
14.00,167.00,0.75
14.00,168.00,0.88
14.00,169.00,0.79
14.00,170.00,1.10
14.00,171.00,1.00
14.00,172.00,0.93
14.00,173.00,1.27
14.00,174.00,1.11
14.00,175.00,1.22
14.00,176.00,1.11
14.00,177.00,0.85
14.00,178.00,1.38
14.00,179.00,0.94
14.00,180.00,0.93
14.00,181.00,0.95
14.00,182.00,1.22
14.00,183.00,1.31
14.00,184.00,1.03
14.00,185.00,1.11
14.00,186.00,1.11
14.00,187.00,0.91
14.00,188.00,1.13
14.00,189.00,1.10
14.00,190.00,1.36
14.00,191.00,1.28
14.00,192.00,1.22
14.00,193.00,1.34
14.00,194.00,1.06
14.00,195.00,1.14
14.00,196.00,1.01
14.00,197.00,1.14
14.00,198.00,1.01
14.00,199.00,1.19
14.00,200.00,1.25
14.00,201.00,1.23
14.00,202.00,0.97
14.00,203.00,1.39
14.00,204.00,1.44
14.00,205.00,1.06
14.00,206.00,0.67
14.00,207.00,1.32
14.00,208.00,1.22
14.00,209.00,1.29
14.00,210.00,1.32
14.00,211.00,1.18
14.00,212.00,1.21
14.00,213.00,1.09
14.00,214.00,0.97
14.00,215.00,0.80
14.00,216.00,1.09
14.00,217.00,0.92
14.00,218.00,1.10
14.00,219.00,1.01
14.00,220.00,1.16
14.00,221.00,1.04
14.00,222.00,0.81
14.00,223.00,1.13
14.00,224.00,1.34
14.00,225.00,0.96
14.00,226.00,1.13
14.00,227.00,0.74
14.00,228.00,1.05
14.00,229.00,0.76
14.00,230.00,0.93
14.00,231.00,1.16
14.00,232.00,0.83
14.00,233.00,0.87
14.00,234.00,0.89
14.00,235.00,0.73
14.00,236.00,0.96
14.00,237.00,0.70
14.00,238.00,1.08
14.00,239.00,0.36
14.00,240.00,1.07
14.00,241.00,0.96
14.00,242.00,0.98
14.00,243.00,0.57
14.00,244.00,0.43
14.00,245.00,0.93
14.00,246.00,0.27
14.00,247.00,0.82
14.00,248.00,0.85
14.00,249.00,0.95
14.00,250.00,0.82
14.00,251.00,0.88
14.00,252.00,0.92
14.00,253.00,0.69
14.00,254.00,0.57
15.00,0.00,26.81
15.00,1.00,26.23
15.00,2.00,27.40
15.00,3.00,27.37
15.00,4.00,18.81
15.00,5.00,28.56
15.00,6.00,27.06
15.00,7.00,27.12
15.00,8.00,29.52
15.00,9.00,27.09
15.00,10.00,26.91
15.00,11.00,30.86
15.00,12.00,27.69
15.00,13.00,20.46
15.00,14.00,21.39
15.00,15.00,18.34
15.00,16.00,28.82
15.00,17.00,27.68
15.00,18.00,18.79
15.00,19.00,29.11
15.00,20.00,27.74
15.00,21.00,17.98
15.00,22.00,30.01
15.00,23.00,28.33
15.00,24.00,23.70
15.00,25.00,29.49
15.00,26.00,25.52
15.00,27.00,13.55
15.00,28.00,27.83
15.00,29.00,20.69
15.00,30.00,19.18
15.00,31.00,17.89
15.00,32.00,27.55
15.00,33.00,19.62
15.00,34.00,21.54
15.00,35.00,28.76
15.00,36.00,2.91
15.00,37.00,8.18
15.00,38.00,4.07
15.00,39.00,6.71
15.00,40.00,5.37
15.00,41.00,10.40
15.00,42.00,7.44
15.00,43.00,13.68
15.00,44.00,3.30
15.00,45.00,6.66
15.00,46.00,7.37
15.00,47.00,2.43
15.00,48.00,8.08
15.00,49.00,7.51
15.00,50.00,-2.71
15.00,51.00,8.17
15.00,52.00,5.05
15.00,53.00,-1.32
15.00,54.00,6.40
15.00,55.00,-1.22
15.00,56.00,-1.47
15.00,57.00,-1.56
15.00,58.00,-2.09
15.00,59.00,-1.52
15.00,60.00,-1.67
15.00,61.00,-1.20
15.00,62.00,-1.30
15.00,63.00,-1.16
15.00,64.00,-1.84
15.00,65.00,-1.28
15.00,66.00,-0.96
15.00,67.00,-1.30
15.00,68.00,-1.21
15.00,69.00,-1.87
15.00,70.00,-1.60
15.00,71.00,-1.92
15.00,72.00,-2.12
15.00,73.00,-1.91
15.00,74.00,-1.85
15.00,75.00,-1.44
